[30.0005, 33.700495)	28917.0
[33.700495, 37.40049)	30577.0
[37.40049, 41.100485)	39224.0
[41.100485, 44.80048)	55572.0
[44.80048, 48.500474999999994)	67938.0
[48.500474999999994, 52.200469999999996)	80335.0
[52.200469999999996, 55.900465)	94758.0
[55.900465, 59.60046)	96600.0
[59.60046, 63.300455)	49564.0
[63.300455, 67.00045)	30836.0
[67.00045, 70.700445)	28180.0
[70.700445, 74.40044)	32511.0
[74.40044, 78.100435)	40207.0
[78.100435, 81.80042999999999)	47890.0
[81.80042999999999, 85.50042499999999)	49690.0
[85.50042499999999, 89.20042)	42683.0
[89.20042, 92.900415)	32179.0
[92.900415, 96.60041)	23578.0
[96.60041, 100.300405)	19523.0
[100.300405, 104.0004)	22088.0
[104.0004, 107.700395)	25417.0
[107.700395, 111.40039)	27706.0
[111.40039, 115.100385)	27127.0
[115.100385, 118.80038)	25198.0
[118.80038, 122.500375)	21081.0
[122.500375, 126.20037)	16996.0
[126.20037, 129.900365)	14637.0
[129.900365, 133.60036)	14205.0
[133.60036, 137.300355)	15056.0
[137.300355, 141.00035)	16276.0
[141.00035, 144.700345)	16194.0
[144.700345, 148.40034)	15196.0
[148.40034, 152.100335)	13658.0
[152.100335, 155.80033)	11689.0
[155.80033, 159.50032499999998)	9870.0
[159.50032499999998, 163.20031999999998)	9314.0
[163.20031999999998, 166.90031499999998)	9546.0
[166.90031499999998, 170.60030999999998)	9662.0
[170.60030999999998, 174.30030499999998)	9653.0
[174.30030499999998, 178.00029999999998)	9310.0
[178.00029999999998, 181.70029499999998)	8660.0
[181.70029499999998, 185.40028999999998)	7736.0
[185.40028999999998, 189.10028499999999)	6981.0
[189.10028499999999, 192.80028)	6199.0
[192.80028, 196.500275)	5649.0
[196.500275, 200.20027)	5759.0
[200.20027, 203.900265)	5645.0
[203.900265, 207.60026)	5611.0
[207.60026, 211.300255)	5301.0
[211.300255, 215.00025)	4930.0
[215.00025, 218.700245)	4410.0
[218.700245, 222.40024)	3921.0
[222.40024, 226.100235)	3670.0
[226.100235, 229.80022999999997)	3531.0
[229.80022999999997, 233.50022499999997)	3533.0
[233.50022499999997, 237.20021999999997)	3359.0
[237.20021999999997, 240.90021499999997)	3383.0
[240.90021499999997, 244.60020999999998)	3031.0
[244.60020999999998, 248.30020499999998)	2785.0
[248.30020499999998, 252.00019999999998)	2473.0
[252.00019999999998, 255.70019499999998)	2304.0
[255.70019499999998, 259.40019)	2345.0
[259.40019, 263.100185)	2101.0
[263.100185, 266.80018)	2021.0
[266.80018, 270.500175)	2047.0
[270.500175, 274.20017)	1814.0
[274.20017, 277.900165)	1691.0
[277.900165, 281.60016)	1546.0
[281.60016, 285.300155)	1505.0
[285.300155, 289.00014999999996)	1351.0
[289.00014999999996, 292.70014499999996)	1289.0
[292.70014499999996, 296.40013999999996)	1244.0
[296.40013999999996, 300.10013499999997)	1185.0
[300.10013499999997, 303.80012999999997)	1119.0
[303.80012999999997, 307.50012499999997)	1054.0
[307.50012499999997, 311.20011999999997)	984.0
[311.20011999999997, 314.90011499999997)	908.0
[314.90011499999997, 318.60011)	823.0
[318.60011, 322.300105)	856.0
[322.300105, 326.0001)	775.0
[326.0001, 329.700095)	732.0
[329.700095, 333.40009)	701.0
[333.40009, 337.100085)	710.0
[337.100085, 340.80008)	623.0
[340.80008, 344.500075)	608.0
[344.500075, 348.20007)	552.0
[348.20007, 351.900065)	564.0
[351.900065, 355.60006)	518.0
[355.60006, 359.300055)	431.0
[359.300055, 363.00005)	427.0
[363.00005, 366.700045)	403.0
[366.700045, 370.40004)	393.0
[370.40004, 374.100035)	364.0
[374.100035, 377.80003)	373.0
[377.80003, 381.500025)	347.0
[381.500025, 385.20002)	333.0
[385.20002, 388.900015)	319.0
[388.900015, 392.60001)	253.0
[392.60001, 396.300005)	290.0
[396.300005, 400.0)	8172.0
